GEOID,NAME,variable,estimate,moe,year,label_short
2502702760,Auburn,B08303_013,293,97,2016,90 or more minutes
2502702760,Auburn,B08303_002,215,73,2017,Less than 5 minutes
2502702760,Auburn,B08303_003,717,151,2017,5 to 9 minutes
2502702760,Auburn,B08303_004,1075,185,2017,10 to 14 minutes
2502702760,Auburn,B08303_005,1240,194,2017,15 to 19 minutes
2502702760,Auburn,B08303_006,1207,190,2017,20 to 24 minutes
2502702760,Auburn,B08303_007,505,121,2017,25 to 29 minutes
2502702760,Auburn,B08303_008,1004,159,2017,30 to 34 minutes
2502702760,Auburn,B08303_009,211,74,2017,35 to 39 minutes
2502702760,Auburn,B08303_010,352,105,2017,40 to 44 minutes
2502702760,Auburn,B08303_011,705,128,2017,45 to 59 minutes
2502702760,Auburn,B08303_012,573,109,2017,60 to 89 minutes
2502702760,Auburn,B08303_013,260,81,2017,90 or more minutes
2502702760,Auburn,B08303_002,179,61,2018,Less than 5 minutes
2502702760,Auburn,B08303_003,732,134,2018,5 to 9 minutes
2502702760,Auburn,B08303_004,1013,142,2018,10 to 14 minutes
2502702760,Auburn,B08303_005,1278,174,2018,15 to 19 minutes
2502702760,Auburn,B08303_006,1139,187,2018,20 to 24 minutes
2502702760,Auburn,B08303_007,517,114,2018,25 to 29 minutes
2502702760,Auburn,B08303_008,1164,162,2018,30 to 34 minutes
2502702760,Auburn,B08303_009,176,67,2018,35 to 39 minutes
2502702760,Auburn,B08303_010,415,112,2018,40 to 44 minutes
2502702760,Auburn,B08303_011,753,151,2018,45 to 59 minutes
2502702760,Auburn,B08303_012,627,125,2018,60 to 89 minutes
2502702760,Auburn,B08303_013,317,94,2018,90 or more minutes
2502702760,Auburn,B08303_002,201,82,2019,Less than 5 minutes
2502702760,Auburn,B08303_003,631,131,2019,5 to 9 minutes
2502702760,Auburn,B08303_004,1074,176,2019,10 to 14 minutes
2502702760,Auburn,B08303_005,1387,167,2019,15 to 19 minutes
2502702760,Auburn,B08303_006,1092,167,2019,20 to 24 minutes
