GEOID,NAME,variable,estimate,moe,year,label_short
2502702760,Auburn,B08301_017,0,19,2019,Motorcycle
2502702760,Auburn,B08301_018,8,11,2019,Bicycle
2502702760,Auburn,B08301_019,92,52,2019,Walked
2502702760,Auburn,B08301_020,17,17,2019,Other means
2502702760,Auburn,B08301_021,239,91,2019,Worked from home
2502702760,Auburn,B08301_003,7027,391,2020,"Car, truck, or van - Drove alone"
2502702760,Auburn,B08301_004,400,122,2020,"Car, truck, or van - Carpooled"
2502702760,Auburn,B08301_010,99,66,2020,Public transportation (excluding taxicab)
2502702760,Auburn,B08301_016,19,29,2020,Taxicab
2502702760,Auburn,B08301_017,0,21,2020,Motorcycle
2502702760,Auburn,B08301_018,27,31,2020,Bicycle
2502702760,Auburn,B08301_019,90,53,2020,Walked
2502702760,Auburn,B08301_020,13,16,2020,Other means
2502702760,Auburn,B08301_021,393,147,2020,Worked from home
2502702760,Auburn,B08301_003,6826,421,2021,"Car, truck, or van - Drove alone"
2502702760,Auburn,B08301_004,414,130,2021,"Car, truck, or van - Carpooled"
2502702760,Auburn,B08301_010,112,73,2021,Public transportation (excluding taxicab)
2502702760,Auburn,B08301_016,20,31,2021,Taxicab
2502702760,Auburn,B08301_017,0,21,2021,Motorcycle
2502702760,Auburn,B08301_018,22,27,2021,Bicycle
2502702760,Auburn,B08301_019,108,62,2021,Walked
2502702760,Auburn,B08301_020,12,14,2021,Other means
2502702760,Auburn,B08301_021,691,154,2021,Worked from home
2502702760,Auburn,B08301_003,6729,397,2022,"Car, truck, or van - Drove alone"
2502702760,Auburn,B08301_004,445,133,2022,"Car, truck, or van - Carpooled"
2502702760,Auburn,B08301_010,108,81,2022,Public transportation (excluding taxicab)
2502702760,Auburn,B08301_016,29,38,2022,Taxicab
2502702760,Auburn,B08301_017,0,21,2022,Motorcycle
2502702760,Auburn,B08301_018,33,33,2022,Bicycle
2502702760,Auburn,B08301_019,104,63,2022,Walked
2502702760,Auburn,B08301_020,2,9,2022,Other means
2502702760,Auburn,B08301_021,961,218,2022,Worked from home
2502702760,Auburn,B08301_003,6694,440,2023,"Car, truck, or van - Drove alone"
2502702760,Auburn,B08301_004,427,129,2023,"Car, truck, or van - Carpooled"
2502702760,Auburn,B08301_010,117,76,2023,Public transportation (excluding taxicab)
2502702760,Auburn,B08301_016,26,33,2023,Taxicab
2502702760,Auburn,B08301_017,0,21,2023,Motorcycle
2502702760,Auburn,B08301_018,0,21,2023,Bicycle
2502702760,Auburn,B08301_019,82,48,2023,Walked
2502702760,Auburn,B08301_020,6,9,2023,Other means
2502702760,Auburn,B08301_021,1066,243,2023,Worked from home
